SurvivalSeconds,Score,Lives,ActiveObstacles,CurrentMaxObstacles,ObstaclePressure,ActiveEnemies,CurrentMaxEnemies,EnemyPressure,ActiveEnemyBullets,ActivePlayerShots,ShotCharges,ActiveShields,HasShield,ShieldTimeLeft,DashCooldown,DashReady,DashInvulnerable,BossActive,BossHealth,BuffsOnScreen,Difficulty,ControlMode,TimeRating,ScoreRating,AutoLabelReason,Label
114.34,2220,0,3,11,1.00,0,4,1.00,3,0,0,0,0,0.00,0.00,0,0,0,0,0,Normal,Human,TooEasy,TooEasy,ManualHumanFeedback,Balanced
